date,category,demand,month_end,year,week_of_year,bank_holidays_in_week,has_bank_holiday,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics,weeks_to_new_year_start,weeks_to_bts_start,weeks_to_exam_start,weeks_to_q4_start
2002-09-01,school_supplies,74.9,29/09/2002,2002,37,0,0,0,1,0,0,-35,-3,-18,8
2002-10-01,electronic_goods,40.9,27/10/2002,2002,41,0,0,0,0,0,1,-40,-8,-23,3
2002-10-01,fitness_equipment,34.4,27/10/2002,2002,41,0,0,0,0,0,1,-40,-8,-23,3
2002-10-01,school_supplies,76.0,27/10/2002,2002,41,0,0,0,0,0,1,-40,-8,-23,3
2002-11-01,electronic_goods,40.5,24/11/2002,2002,45,0,0,0,0,0,1,-44,-12,-27,-1
2002-11-01,fitness_equipment,36.2,24/11/2002,2002,45,0,0,0,0,0,1,-44,-12,-27,-1
2002-11-01,school_supplies,78.3,24/11/2002,2002,45,0,0,0,0,0,1,-44,-12,-27,-1
2002-12-01,electronic_goods,37.7,29/12/2002,2002,49,2,1,0,0,0,1,-48,-16,-31,-5
2002-12-01,fitness_equipment,36.2,29/12/2002,2002,49,2,1,0,0,0,1,-48,-16,-31,-5
2002-12-01,school_supplies,75.3,29/12/2002,2002,49,2,1,0,0,0,1,-48,-16,-31,-5
2003-01-01,electronic_goods,35.9,26/01/2003,2003,2,0,0,1,0,0,0,-1,31,16,42
2003-01-01,fitness_equipment,36.7,26/01/2003,2003,2,0,0,1,0,0,0,-1,31,16,42
2003-01-01,school_supplies,75.1,26/01/2003,2003,2,0,0,1,0,0,0,-1,31,16,42
2003-02-01,electronic_goods,37.8,23/02/2003,2003,6,0,0,0,0,0,0,-5,27,12,38
2003-02-01,fitness_equipment,37.6,23/02/2003,2003,6,0,0,0,0,0,0,-5,27,12,38
2003-02-01,school_supplies,74.5,23/02/2003,2003,6,0,0,0,0,0,0,-5,27,12,38
2003-03-01,electronic_goods,37.6,30/03/2003,2003,11,0,0,0,0,0,0,-9,23,8,34
2003-03-01,fitness_equipment,38.9,30/03/2003,2003,11,0,0,0,0,0,0,-9,23,8,34
2003-03-01,school_supplies,75.2,30/03/2003,2003,11,0,0,0,0,0,0,-9,23,8,34
2003-04-01,electronic_goods,38.1,27/04/2003,2003,15,1,1,0,0,1,0,-14,18,3,29
2003-04-01,fitness_equipment,38.3,27/04/2003,2003,15,1,1,0,0,1,0,-14,18,3,29
2003-04-01,school_supplies,75.9,27/04/2003,2003,15,1,1,0,0,1,0,-14,18,3,29
2003-05-01,electronic_goods,39.7,25/05/2003,2003,19,1,1,0,0,1,0,-18,14,-1,25
2003-05-01,fitness_equipment,37.6,25/05/2003,2003,19,1,1,0,0,1,0,-18,14,-1,25
2003-05-01,school_supplies,75.8,25/05/2003,2003,19,1,1,0,0,1,0,-18,14,-1,25
2003-06-01,electronic_goods,41.0,29/06/2003,2003,24,0,0,0,0,1,0,-22,10,-5,21
2003-06-01,fitness_equipment,37.8,29/06/2003,2003,24,0,0,0,0,1,0,-22,10,-5,21
2003-06-01,school_supplies,76.5,29/06/2003,2003,24,0,0,0,0,1,0,-22,10,-5,21
2003-07-01,electronic_goods,41.7,27/07/2003,2003,28,0,0,0,0,0,0,-27,5,-10,16
2003-07-01,fitness_equipment,38.2,27/07/2003,2003,28,0,0,0,0,0,0,-27,5,-10,16
2003-07-01,school_supplies,77.7,27/07/2003,2003,28,0,0,0,0,0,0,-27,5,-10,16
2003-08-01,electronic_goods,44.5,31/08/2003,2003,32,1,1,0,1,0,0,-31,1,-14,12
2003-08-01,fitness_equipment,38.3,31/08/2003,2003,32,1,1,0,1,0,0,-31,1,-14,12
2003-08-01,school_supplies,75.8,31/08/2003,2003,32,1,1,0,1,0,0,-31,1,-14,12
2003-09-01,electronic_goods,44.9,28/09/2003,2003,37,0,0,0,1,0,0,-35,-3,-18,8
2003-09-01,fitness_equipment,39.0,28/09/2003,2003,37,0,0,0,1,0,0,-35,-3,-18,8
2003-09-01,school_supplies,77.3,28/09/2003,2003,37,0,0,0,1,0,0,-35,-3,-18,8
2003-10-01,electronic_goods,43.6,26/10/2003,2003,41,0,0,0,0,0,1,-40,-8,-23,3
2003-10-01,fitness_equipment,39.6,26/10/2003,2003,41,0,0,0,0,0,1,-40,-8,-23,3
2003-10-01,school_supplies,79.2,26/10/2003,2003,41,0,0,0,0,0,1,-40,-8,-23,3
2003-11-01,electronic_goods,46.6,30/11/2003,2003,45,0,0,0,0,0,1,-44,-12,-27,-1
2003-11-01,fitness_equipment,40.1,30/11/2003,2003,45,0,0,0,0,0,1,-44,-12,-27,-1
2003-11-01,school_supplies,78.6,30/11/2003,2003,45,0,0,0,0,0,1,-44,-12,-27,-1
2003-12-01,electronic_goods,50.6,28/12/2003,2003,49,2,1,0,0,0,1,-48,-16,-31,-5
2003-12-01,fitness_equipment,38.1,28/12/2003,2003,49,2,1,0,0,0,1,-48,-16,-31,-5
2003-12-01,school_supplies,77.6,28/12/2003,2003,49,2,1,0,0,0,1,-48,-16,-31,-5
2004-01-01,electronic_goods,59.2,25/01/2004,2004,2,0,0,1,0,0,0,-1,31,16,43
2004-01-01,fitness_equipment,40.2,25/01/2004,2004,2,0,0,1,0,0,0,-1,31,16,43
2004-01-01,school_supplies,77.9,25/01/2004,2004,2,0,0,1,0,0,0,-1,31,16,43
2004-02-01,electronic_goods,54.3,29/02/2004,2004,6,0,0,0,0,0,0,-5,27,12,39
2004-02-01,fitness_equipment,41.1,29/02/2004,2004,6,0,0,0,0,0,0,-5,27,12,39
2004-02-01,school_supplies,78.4,29/02/2004,2004,6,0,0,0,0,0,0,-5,27,12,39
2004-03-01,electronic_goods,52.9,28/03/2004,2004,11,0,0,0,0,0,0,-9,23,8,35
2004-03-01,fitness_equipment,41.4,28/03/2004,2004,11,0,0,0,0,0,0,-9,23,8,35
2004-03-01,school_supplies,77.9,28/03/2004,2004,11,0,0,0,0,0,0,-9,23,8,35
2004-04-01,electronic_goods,54.6,25/04/2004,2004,15,1,1,0,0,1,0,-14,18,3,30
2004-04-01,fitness_equipment,41.0,25/04/2004,2004,15,1,1,0,0,1,0,-14,18,3,30
2004-04-01,school_supplies,78.7,25/04/2004,2004,15,1,1,0,0,1,0,-14,18,3,30
2004-05-01,electronic_goods,54.0,30/05/2004,2004,20,1,1,0,0,1,0,-18,14,-1,26
2004-05-01,fitness_equipment,41.4,30/05/2004,2004,20,1,1,0,0,1,0,-18,14,-1,26
2004-05-01,school_supplies,79.2,30/05/2004,2004,20,1,1,0,0,1,0,-18,14,-1,26
2004-06-01,electronic_goods,58.5,27/06/2004,2004,24,0,0,0,0,1,0,-23,9,-6,21
2004-06-01,fitness_equipment,42.6,27/06/2004,2004,24,0,0,0,0,1,0,-23,9,-6,21
2004-06-01,school_supplies,78.6,27/06/2004,2004,24,0,0,0,0,1,0,-23,9,-6,21
2004-07-01,electronic_goods,60.9,25/07/2004,2004,28,0,0,0,0,0,0,-27,5,-10,17
2004-07-01,fitness_equipment,42.0,25/07/2004,2004,28,0,0,0,0,0,0,-27,5,-10,17
2004-07-01,school_supplies,78.7,25/07/2004,2004,28,0,0,0,0,0,0,-27,5,-10,17
2004-08-01,electronic_goods,54.6,29/08/2004,2004,33,1,1,0,1,0,0,-31,1,-14,13
2004-08-01,fitness_equipment,41.3,29/08/2004,2004,33,1,1,0,1,0,0,-31,1,-14,13
2004-08-01,school_supplies,79.8,29/08/2004,2004,33,1,1,0,1,0,0,-31,1,-14,13
2004-09-01,electronic_goods,56.8,26/09/2004,2004,37,0,0,0,1,0,0,-36,-4,-19,8
2004-09-01,fitness_equipment,42.1,26/09/2004,2004,37,0,0,0,1,0,0,-36,-4,-19,8
2004-09-01,school_supplies,79.9,26/09/2004,2004,37,0,0,0,1,0,0,-36,-4,-19,8
2004-10-01,electronic_goods,58.4,31/10/2004,2004,41,0,0,0,0,0,0,-40,-8,-23,4
2004-10-01,fitness_equipment,41.0,31/10/2004,2004,41,0,0,0,0,0,0,-40,-8,-23,4
2004-10-01,school_supplies,78.4,31/10/2004,2004,41,0,0,0,0,0,0,-40,-8,-23,4
2004-11-01,electronic_goods,56.7,28/11/2004,2004,46,0,0,0,0,0,1,-44,-12,-27,0
2004-11-01,fitness_equipment,41.2,28/11/2004,2004,46,0,0,0,0,0,1,-44,-12,-27,0
2004-11-01,school_supplies,79.9,28/11/2004,2004,46,0,0,0,0,0,1,-44,-12,-27,0
2004-12-01,electronic_goods,53.3,26/12/2004,2004,50,2,1,0,0,0,1,-49,-17,-32,-5
2004-12-01,fitness_equipment,41.2,26/12/2004,2004,50,2,1,0,0,0,1,-49,-17,-32,-5
2004-12-01,school_supplies,80.3,26/12/2004,2004,50,2,1,0,0,0,1,-49,-17,-32,-5
2005-01-01,electronic_goods,58.6,30/01/2005,2005,2,0,0,1,0,0,0,-1,32,16,43
2005-01-01,fitness_equipment,40.4,30/01/2005,2005,2,0,0,1,0,0,0,-1,32,16,43
2005-01-01,school_supplies,80.1,30/01/2005,2005,2,0,0,1,0,0,0,-1,32,16,43
2005-02-01,electronic_goods,58.7,27/02/2005,2005,6,0,0,0,0,0,0,-6,27,11,38
2005-02-01,fitness_equipment,41.4,27/02/2005,2005,6,0,0,0,0,0,0,-6,27,11,38
2005-02-01,school_supplies,80.4,27/02/2005,2005,6,0,0,0,0,0,0,-6,27,11,38
2005-03-01,electronic_goods,61.8,27/03/2005,2005,10,1,1,0,0,0,0,-10,23,7,34
2005-03-01,fitness_equipment,41.9,27/03/2005,2005,10,1,1,0,0,0,0,-10,23,7,34
2005-03-01,school_supplies,81.4,27/03/2005,2005,10,1,1,0,0,0,0,-10,23,7,34
2005-04-01,electronic_goods,62.0,24/04/2005,2005,14,0,0,0,0,1,0,-14,19,3,30
2005-04-01,fitness_equipment,42.1,24/04/2005,2005,14,0,0,0,0,1,0,-14,19,3,30
2005-04-01,school_supplies,78.1,24/04/2005,2005,14,0,0,0,0,1,0,-14,19,3,30
2005-05-01,electronic_goods,61.5,29/05/2005,2005,19,1,1,0,0,1,0,-18,15,-1,26
2005-05-01,fitness_equipment,42.5,29/05/2005,2005,19,1,1,0,0,1,0,-18,15,-1,26
2005-05-01,school_supplies,76.5,29/05/2005,2005,19,1,1,0,0,1,0,-18,15,-1,26
2005-06-01,electronic_goods,61.4,26/06/2005,2005,23,0,0,0,0,1,0,-23,10,-6,21
2005-06-01,fitness_equipment,42.9,26/06/2005,2005,23,0,0,0,0,1,0,-23,10,-6,21
2005-06-01,school_supplies,77.9,26/06/2005,2005,23,0,0,0,0,1,0,-23,10,-6,21
2005-07-01,electronic_goods,63.9,31/07/2005,2005,27,0,0,0,0,0,0,-27,6,-10,17
2005-07-01,fitness_equipment,43.7,31/07/2005,2005,27,0,0,0,0,0,0,-27,6,-10,17
2005-07-01,school_supplies,76.8,31/07/2005,2005,27,0,0,0,0,0,0,-27,6,-10,17
2005-08-01,electronic_goods,62.0,28/08/2005,2005,32,1,1,0,1,0,0,-31,2,-14,13
2005-08-01,fitness_equipment,45.3,28/08/2005,2005,32,1,1,0,1,0,0,-31,2,-14,13
2005-08-01,school_supplies,77.5,28/08/2005,2005,32,1,1,0,1,0,0,-31,2,-14,13
2005-09-01,electronic_goods,63.9,25/09/2005,2005,36,0,0,0,1,0,0,-36,-3,-19,8
2005-09-01,fitness_equipment,44.5,25/09/2005,2005,36,0,0,0,1,0,0,-36,-3,-19,8
2005-09-01,school_supplies,78.5,25/09/2005,2005,36,0,0,0,1,0,0,-36,-3,-19,8
2005-10-01,electronic_goods,63.1,30/10/2005,2005,41,0,0,0,0,0,1,-40,-7,-23,4
2005-10-01,fitness_equipment,44.5,30/10/2005,2005,41,0,0,0,0,0,1,-40,-7,-23,4
2005-10-01,school_supplies,78.2,30/10/2005,2005,41,0,0,0,0,0,1,-40,-7,-23,4
2005-11-01,electronic_goods,64.7,27/11/2005,2005,45,0,0,0,0,0,1,-45,-12,-28,-1
2005-11-01,fitness_equipment,43.8,27/11/2005,2005,45,0,0,0,0,0,1,-45,-12,-28,-1
2005-11-01,school_supplies,80.1,27/11/2005,2005,45,0,0,0,0,0,1,-45,-12,-28,-1
2005-12-01,electronic_goods,59.1,25/12/2005,2005,49,2,1,0,0,0,1,-49,-16,-32,-5
2005-12-01,fitness_equipment,41.6,25/12/2005,2005,49,2,1,0,0,0,1,-49,-16,-32,-5
2005-12-01,school_supplies,79.8,25/12/2005,2005,49,2,1,0,0,0,1,-49,-16,-32,-5
2006-01-01,electronic_goods,60.1,29/01/2006,2006,2,0,0,1,0,0,0,-1,32,17,43
2006-01-01,fitness_equipment,44.8,29/01/2006,2006,2,0,0,1,0,0,0,-1,32,17,43
2006-01-01,school_supplies,79.9,29/01/2006,2006,2,0,0,1,0,0,0,-1,32,17,43
2006-02-01,electronic_goods,58.5,26/02/2006,2006,6,0,0,0,0,0,0,-6,27,12,38
2006-02-01,fitness_equipment,44.3,26/02/2006,2006,6,0,0,0,0,0,0,-6,27,12,38
2006-02-01,school_supplies,79.7,26/02/2006,2006,6,0,0,0,0,0,0,-6,27,12,38
2006-03-01,electronic_goods,57.3,26/03/2006,2006,10,0,0,0,0,0,0,-10,23,8,34
2006-03-01,fitness_equipment,43.0,26/03/2006,2006,10,0,0,0,0,0,0,-10,23,8,34
2006-03-01,school_supplies,82.2,26/03/2006,2006,10,0,0,0,0,0,0,-10,23,8,34
2006-04-01,electronic_goods,58.3,30/04/2006,2006,14,1,1,0,0,0,0,-14,19,4,30
2006-04-01,fitness_equipment,44.2,30/04/2006,2006,14,1,1,0,0,0,0,-14,19,4,30
2006-04-01,school_supplies,82.2,30/04/2006,2006,14,1,1,0,0,0,0,-14,19,4,30
2006-05-01,electronic_goods,59.6,28/05/2006,2006,19,1,1,0,0,1,0,-18,15,0,26
2006-05-01,fitness_equipment,44.7,28/05/2006,2006,19,1,1,0,0,1,0,-18,15,0,26
2006-05-01,school_supplies,81.4,28/05/2006,2006,19,1,1,0,0,1,0,-18,15,0,26
2006-06-01,electronic_goods,59.5,25/06/2006,2006,23,0,0,0,0,1,0,-23,10,-5,21
2006-06-01,fitness_equipment,45.2,25/06/2006,2006,23,0,0,0,0,1,0,-23,10,-5,21
2006-06-01,school_supplies,79.2,25/06/2006,2006,23,0,0,0,0,1,0,-23,10,-5,21
2006-07-01,electronic_goods,59.0,30/07/2006,2006,28,0,0,0,0,0,0,-27,6,-9,17
2006-07-01,fitness_equipment,44.7,30/07/2006,2006,28,0,0,0,0,0,0,-27,6,-9,17
2006-07-01,school_supplies,81.1,30/07/2006,2006,28,0,0,0,0,0,0,-27,6,-9,17
2006-08-01,electronic_goods,59.5,27/08/2006,2006,32,1,1,0,1,0,0,-32,1,-14,12
2006-08-01,fitness_equipment,43.9,27/08/2006,2006,32,1,1,0,1,0,0,-32,1,-14,12
2006-08-01,school_supplies,81.3,27/08/2006,2006,32,1,1,0,1,0,0,-32,1,-14,12
2006-09-01,electronic_goods,57.0,24/09/2006,2006,36,0,0,0,1,0,0,-36,-3,-18,8
2006-09-01,fitness_equipment,43.6,24/09/2006,2006,36,0,0,0,1,0,0,-36,-3,-18,8
2006-09-01,school_supplies,80.1,24/09/2006,2006,36,0,0,0,1,0,0,-36,-3,-18,8
2006-10-01,electronic_goods,57.8,29/10/2006,2006,41,0,0,0,0,0,1,-40,-7,-22,4
2006-10-01,fitness_equipment,44.6,29/10/2006,2006,41,0,0,0,0,0,1,-40,-7,-22,4
2006-10-01,school_supplies,81.5,29/10/2006,2006,41,0,0,0,0,0,1,-40,-7,-22,4
2006-11-01,electronic_goods,56.1,26/11/2006,2006,45,0,0,0,0,0,1,-45,-12,-27,-1
2006-11-01,fitness_equipment,44.0,26/11/2006,2006,45,0,0,0,0,0,1,-45,-12,-27,-1
2006-11-01,school_supplies,80.6,26/11/2006,2006,45,0,0,0,0,0,1,-45,-12,-27,-1
2006-12-01,electronic_goods,55.6,31/12/2006,2006,49,2,1,0,0,0,1,-49,-16,-31,-5
2006-12-01,fitness_equipment,43.5,31/12/2006,2006,49,2,1,0,0,0,1,-49,-16,-31,-5
2006-12-01,school_supplies,82.9,31/12/2006,2006,49,2,1,0,0,0,1,-49,-16,-31,-5
2007-01-01,electronic_goods,55.3,28/01/2007,2007,2,1,1,1,0,0,0,0,32,17,43
2007-01-01,fitness_equipment,40.7,28/01/2007,2007,2,1,1,1,0,0,0,0,32,17,43
2007-01-01,school_supplies,82.3,28/01/2007,2007,2,1,1,1,0,0,0,0,32,17,43
2007-02-01,electronic_goods,57.3,25/02/2007,2007,6,0,0,0,0,0,0,-5,27,12,38
2007-02-01,fitness_equipment,43.9,25/02/2007,2007,6,0,0,0,0,0,0,-5,27,12,38
2007-02-01,school_supplies,82.1,25/02/2007,2007,6,0,0,0,0,0,0,-5,27,12,38
2007-03-01,electronic_goods,58.1,25/03/2007,2007,10,0,0,0,0,0,0,-9,23,8,34
2007-03-01,fitness_equipment,45.4,25/03/2007,2007,10,0,0,0,0,0,0,-9,23,8,34
2007-03-01,school_supplies,82.6,25/03/2007,2007,10,0,0,0,0,0,0,-9,23,8,34
2007-04-01,electronic_goods,53.0,29/04/2007,2007,15,1,1,0,0,1,0,-13,19,4,30
2007-04-01,fitness_equipment,46.0,29/04/2007,2007,15,1,1,0,0,1,0,-13,19,4,30
2007-04-01,school_supplies,82.2,29/04/2007,2007,15,1,1,0,0,1,0,-13,19,4,30
2007-05-01,electronic_goods,63.5,27/05/2007,2007,19,1,1,0,0,1,0,-18,14,-1,25
2007-05-01,fitness_equipment,45.8,27/05/2007,2007,19,1,1,0,0,1,0,-18,14,-1,25
2007-05-01,school_supplies,81.5,27/05/2007,2007,19,1,1,0,0,1,0,-18,14,-1,25
2007-06-01,electronic_goods,63.6,24/06/2007,2007,23,0,0,0,0,1,0,-22,10,-5,21
2007-06-01,fitness_equipment,45.1,24/06/2007,2007,23,0,0,0,0,1,0,-22,10,-5,21
2007-06-01,school_supplies,84.2,24/06/2007,2007,23,0,0,0,0,1,0,-22,10,-5,21
2007-07-01,electronic_goods,59.3,29/07/2007,2007,28,0,0,0,0,0,0,-26,6,-9,17
2007-07-01,fitness_equipment,44.2,29/07/2007,2007,28,0,0,0,0,0,0,-26,6,-9,17
2007-07-01,school_supplies,85.2,29/07/2007,2007,28,0,0,0,0,0,0,-26,6,-9,17
2007-08-01,electronic_goods,59.9,26/08/2007,2007,32,1,1,0,1,0,0,-31,1,-14,12
2007-08-01,fitness_equipment,44.6,26/08/2007,2007,32,1,1,0,1,0,0,-31,1,-14,12
2007-08-01,school_supplies,84.7,26/08/2007,2007,32,1,1,0,1,0,0,-31,1,-14,12
2007-09-01,electronic_goods,60.3,30/09/2007,2007,36,0,0,0,1,0,0,-35,-3,-18,8
2007-09-01,fitness_equipment,44.5,30/09/2007,2007,36,0,0,0,1,0,0,-35,-3,-18,8
2007-09-01,school_supplies,85.1,30/09/2007,2007,36,0,0,0,1,0,0,-35,-3,-18,8
2007-10-01,electronic_goods,55.9,28/10/2007,2007,41,0,0,0,0,0,1,-39,-7,-22,4
2007-10-01,fitness_equipment,45.2,28/10/2007,2007,41,0,0,0,0,0,1,-39,-7,-22,4
2007-10-01,school_supplies,85.4,28/10/2007,2007,41,0,0,0,0,0,1,-39,-7,-22,4
2007-11-01,electronic_goods,56.3,25/11/2007,2007,45,0,0,0,0,0,1,-44,-12,-27,-1
2007-11-01,fitness_equipment,45.5,25/11/2007,2007,45,0,0,0,0,0,1,-44,-12,-27,-1
2007-11-01,school_supplies,83.8,25/11/2007,2007,45,0,0,0,0,0,1,-44,-12,-27,-1
2007-12-01,electronic_goods,56.0,30/12/2007,2007,49,2,1,0,0,0,1,-48,-16,-31,-5
2007-12-01,fitness_equipment,48.4,30/12/2007,2007,49,2,1,0,0,0,1,-48,-16,-31,-5
2007-12-01,school_supplies,81.6,30/12/2007,2007,49,2,1,0,0,0,1,-48,-16,-31,-5
2008-01-01,electronic_goods,58.2,27/01/2008,2008,2,0,0,1,0,0,0,-1,31,16,42
2008-01-01,fitness_equipment,46.4,27/01/2008,2008,2,0,0,1,0,0,0,-1,31,16,42
2008-01-01,school_supplies,81.8,27/01/2008,2008,2,0,0,1,0,0,0,-1,31,16,42
2008-02-01,electronic_goods,64.1,24/02/2008,2008,6,0,0,0,0,0,0,-5,27,12,38
2008-02-01,fitness_equipment,52.6,24/02/2008,2008,6,0,0,0,0,0,0,-5,27,12,38
2008-02-01,school_supplies,83.7,24/02/2008,2008,6,0,0,0,0,0,0,-5,27,12,38
2008-03-01,electronic_goods,62.8,30/03/2008,2008,11,1,1,0,0,0,0,-9,23,8,34
2008-03-01,fitness_equipment,49.6,30/03/2008,2008,11,1,1,0,0,0,0,-9,23,8,34
2008-03-01,school_supplies,80.4,30/03/2008,2008,11,1,1,0,0,0,0,-9,23,8,34
2008-04-01,electronic_goods,62.6,27/04/2008,2008,15,0,0,0,0,1,0,-14,18,3,29
2008-04-01,fitness_equipment,48.6,27/04/2008,2008,15,0,0,0,0,1,0,-14,18,3,29
2008-04-01,school_supplies,80.3,27/04/2008,2008,15,0,0,0,0,1,0,-14,18,3,29
2008-05-01,electronic_goods,64.2,25/05/2008,2008,19,1,1,0,0,1,0,-18,14,-1,25
2008-05-01,fitness_equipment,53.0,25/05/2008,2008,19,1,1,0,0,1,0,-18,14,-1,25
2008-05-01,school_supplies,80.3,25/05/2008,2008,19,1,1,0,0,1,0,-18,14,-1,25
2008-06-01,electronic_goods,61.2,29/06/2008,2008,24,0,0,0,0,1,0,-22,10,-5,21
2008-06-01,fitness_equipment,51.2,29/06/2008,2008,24,0,0,0,0,1,0,-22,10,-5,21
2008-06-01,school_supplies,79.2,29/06/2008,2008,24,0,0,0,0,1,0,-22,10,-5,21
2008-07-01,electronic_goods,61.7,27/07/2008,2008,28,0,0,0,0,0,0,-27,5,-10,16
2008-07-01,fitness_equipment,50.9,27/07/2008,2008,28,0,0,0,0,0,0,-27,5,-10,16
2008-07-01,school_supplies,79.0,27/07/2008,2008,28,0,0,0,0,0,0,-27,5,-10,16
2008-08-01,electronic_goods,62.9,31/08/2008,2008,32,1,1,0,1,0,0,-31,1,-14,12
2008-08-01,fitness_equipment,52.2,31/08/2008,2008,32,1,1,0,1,0,0,-31,1,-14,12
2008-08-01,school_supplies,78.9,31/08/2008,2008,32,1,1,0,1,0,0,-31,1,-14,12
2008-09-01,electronic_goods,59.9,28/09/2008,2008,37,0,0,0,1,0,0,-35,-3,-18,8
2008-09-01,fitness_equipment,53.4,28/09/2008,2008,37,0,0,0,1,0,0,-35,-3,-18,8
2008-09-01,school_supplies,78.5,28/09/2008,2008,37,0,0,0,1,0,0,-35,-3,-18,8
2008-10-01,electronic_goods,59.2,26/10/2008,2008,41,0,0,0,0,0,1,-40,-8,-23,3
2008-10-01,fitness_equipment,53.5,26/10/2008,2008,41,0,0,0,0,0,1,-40,-8,-23,3
2008-10-01,school_supplies,78.4,26/10/2008,2008,41,0,0,0,0,0,1,-40,-8,-23,3
2008-11-01,electronic_goods,55.7,30/11/2008,2008,45,0,0,0,0,0,1,-44,-12,-27,-1
2008-11-01,fitness_equipment,55.0,30/11/2008,2008,45,0,0,0,0,0,1,-44,-12,-27,-1
2008-11-01,school_supplies,80.3,30/11/2008,2008,45,0,0,0,0,0,1,-44,-12,-27,-1
2008-12-01,electronic_goods,56.2,28/12/2008,2008,49,2,1,0,0,0,1,-48,-16,-31,-5
2008-12-01,fitness_equipment,56.2,28/12/2008,2008,49,2,1,0,0,0,1,-48,-16,-31,-5
2008-12-01,school_supplies,80.8,28/12/2008,2008,49,2,1,0,0,0,1,-48,-16,-31,-5
2009-01-01,electronic_goods,60.0,25/01/2009,2009,2,0,0,1,0,0,0,-1,31,16,42
2009-01-01,fitness_equipment,60.2,25/01/2009,2009,2,0,0,1,0,0,0,-1,31,16,42
2009-01-01,school_supplies,78.8,25/01/2009,2009,2,0,0,1,0,0,0,-1,31,16,42
2009-02-01,electronic_goods,55.7,22/02/2009,2009,6,0,0,0,0,0,0,-5,27,12,38
2009-02-01,fitness_equipment,55.7,22/02/2009,2009,6,0,0,0,0,0,0,-5,27,12,38
2009-02-01,school_supplies,77.1,22/02/2009,2009,6,0,0,0,0,0,0,-5,27,12,38
2009-03-01,electronic_goods,60.5,29/03/2009,2009,11,0,0,0,0,0,0,-9,23,8,34
2009-03-01,fitness_equipment,54.5,29/03/2009,2009,11,0,0,0,0,0,0,-9,23,8,34
2009-03-01,school_supplies,79.1,29/03/2009,2009,11,0,0,0,0,0,0,-9,23,8,34
2009-04-01,electronic_goods,58.8,26/04/2009,2009,15,1,1,0,0,1,0,-14,18,3,29
2009-04-01,fitness_equipment,54.0,26/04/2009,2009,15,1,1,0,0,1,0,-14,18,3,29
2009-04-01,school_supplies,80.0,26/04/2009,2009,15,1,1,0,0,1,0,-14,18,3,29
2009-05-01,electronic_goods,59.1,31/05/2009,2009,19,1,1,0,0,1,0,-18,14,-1,25
2009-05-01,fitness_equipment,54.6,31/05/2009,2009,19,1,1,0,0,1,0,-18,14,-1,25
2009-05-01,school_supplies,80.1,31/05/2009,2009,19,1,1,0,0,1,0,-18,14,-1,25
2009-06-01,electronic_goods,58.2,28/06/2009,2009,24,0,0,0,0,1,0,-22,10,-5,21
2009-06-01,fitness_equipment,57.5,28/06/2009,2009,24,0,0,0,0,1,0,-22,10,-5,21
2009-06-01,school_supplies,79.5,28/06/2009,2009,24,0,0,0,0,1,0,-22,10,-5,21
2009-07-01,electronic_goods,68.6,26/07/2009,2009,28,0,0,0,0,0,0,-27,5,-10,16
2009-07-01,fitness_equipment,58.5,26/07/2009,2009,28,0,0,0,0,0,0,-27,5,-10,16
2009-07-01,school_supplies,80.0,26/07/2009,2009,28,0,0,0,0,0,0,-27,5,-10,16
2009-08-01,electronic_goods,58.2,30/08/2009,2009,33,1,1,0,1,0,0,-31,1,-14,12
2009-08-01,fitness_equipment,59.1,30/08/2009,2009,33,1,1,0,1,0,0,-31,1,-14,12
2009-08-01,school_supplies,80.1,30/08/2009,2009,33,1,1,0,1,0,0,-31,1,-14,12
2009-09-01,electronic_goods,56.7,27/09/2009,2009,37,0,0,0,1,0,0,-36,-4,-19,7
2009-09-01,fitness_equipment,59.4,27/09/2009,2009,37,0,0,0,1,0,0,-36,-4,-19,7
2009-09-01,school_supplies,80.5,27/09/2009,2009,37,0,0,0,1,0,0,-36,-4,-19,7
2009-10-01,electronic_goods,57.0,25/10/2009,2009,41,0,0,0,0,0,1,-40,-8,-23,3
2009-10-01,fitness_equipment,58.2,25/10/2009,2009,41,0,0,0,0,0,1,-40,-8,-23,3
2009-10-01,school_supplies,82.0,25/10/2009,2009,41,0,0,0,0,0,1,-40,-8,-23,3
2009-11-01,electronic_goods,58.3,29/11/2009,2009,46,0,0,0,0,0,1,-44,-12,-27,-1
2009-11-01,fitness_equipment,59.4,29/11/2009,2009,46,0,0,0,0,0,1,-44,-12,-27,-1
2009-11-01,school_supplies,82.4,29/11/2009,2009,46,0,0,0,0,0,1,-44,-12,-27,-1
2009-12-01,electronic_goods,54.1,27/12/2009,2009,50,2,1,0,0,0,1,-49,-17,-32,-6
2009-12-01,fitness_equipment,45.6,27/12/2009,2009,50,2,1,0,0,0,1,-49,-17,-32,-6
2009-12-01,school_supplies,81.2,27/12/2009,2009,50,2,1,0,0,0,1,-49,-17,-32,-6
2010-01-01,electronic_goods,45.8,31/01/2010,2010,1,0,0,1,0,0,0,-1,31,16,43
2010-01-01,fitness_equipment,50.3,31/01/2010,2010,1,0,0,1,0,0,0,-1,31,16,43
2010-01-01,school_supplies,80.6,31/01/2010,2010,1,0,0,1,0,0,0,-1,31,16,43
2010-02-01,electronic_goods,49.7,28/02/2010,2010,5,0,0,0,0,0,0,-5,27,12,39
